3000 20000
-1647 2840 -2027
2661 -2155 54
-1169 -138 23
-1349 -2075 2358
-107 -2132 195
-1779 -707 -2520
-35 -1101 -1663
349 2557 -2662
2761 -943 -1661
2751 1812 2808
-503 -2399 -2316
2293 -1754 -670
2898 -2035 -2498
-802 -2680 -1610
2528 111 -2437
-1236 2771 -1112
-1567 2110 -1110
127 1238 2874
2171 2458 -2267
2006 -2581 2463
2689 2770 771
-1518 -2150 2247
1314 -1917 -2876
2742 -452 2641
1988 -2230 -2614
-2795 -114 -2730
-2426 -2274 1233
-2376 2972 210
-1272 1255 760
2941 953 1995
720 699 -753
-1475 2544 -784
1196 -1394 474
-1734 461 1959
-1196 410 781
-1183 1726 1201
-1384 1505 -1546
1200 50 -1168
573 -1937 -2952
-781 -2532 -1517
1542 2477 1651
-864 -1859 1732
-556 -1639 695
1147 977 923
-2056 -2654 346
-1540 -2029 -1964
-816 1478 1011
-1201 592 2740
857 -1034 706
780 2097 -2774
-393 -2172 2141
2992 2465 -877
-308 -780 2127
-291 -484 -2586
-1826 -691 54
2235 -1958 -2050
-906 1258 -616
765 422 -1423
-1228 -623 -535
-2631 1984 2816
1049 237 -807
2486 450 2700
-1389 1885 569
-1792 -1413 -1546
2044 -2563 -333
-1750 1326 -428
1665 2098 -1964
-537 117 -2347
2475 779 596
2291 1170 2631
1285 -2251 -2559
2214 2987 2899
-2809 -183 2881
475 1561 -1029
1600 -2874 -2705
-1997 79 -1313
-1360 2306 1684
262 -2717 1135
-1812 682 2194
2682 -2570 2050
698 -948 -1093
1273 -2895 -882
-1978 1814 2519
-112 -2908 -6
-654 415 484
-2921 2728 -2642
860 -1463 737
286 -1992 2242
1943 -1156 1720
-1599 -695 -1152
1796 -928 -209
-2068 1173 2194
-928 -998 -1911
-2238 1552 -318
1750 2424 2538
-843 459 268
1026 496 2901
1751 823 -2989
-843 -1552 -2894
2371 2148 2506
-2974 -2451 1074
-2743 1819 -338
377 1415 -2464
-2134 -648 -2876
-1490 1959 -2612
-2590 55 -1419
581 1149 1652
1916 2502 -1205
243 1894 2833
-393 377 -1623
702 -2487 -1465
2358 -694 -934
2122 2188 1429
1840 2582 -213
-89 1831 1827
-2532 199 675
2528 2596 -1796
1672 -1538 1494
1502 -1924 -589
-1789 27 -1393
-425 1176 1644
-2632 341 -1851
-1003 3 2387
-2944 1547 -2230
-2438 -2321 155
690 -2330 842
-2054 2080 1801
2273 -2989 1416
-1799 -1185 -703
-1023 -2667 -1401
-626 1685 1895
432 -1298 202
305 1092 467
972 1613 -2793
1083 1202 2641
-250 -2936 -1213
2389 -1421 105
-1618 1708 1103
838 -1225 -2607
-443 1520 -479
-1285 1610 -33
-889 2669 -1039
-671 496 -1360
-2143 856 -1633
-290 -636 -690
1343 -1548 2150
-942 -2315 2698
-637 -96 200
154 960 -1462
1768 20 -2478
-1254 -2969 -2557
2193 -2560 803
-2622 -1719 -1304
2228 -1178 -2727
1097 572 709
-1084 -1266 -1481
2196 875 -2147
518 2975 663
2078 1203 -1431
-2492 1568 -1154
-975 -1705 2327
-255 1348 -1679
2923 -1122 876
2601 2858 2216
-1153 420 2490
1336 -1116 28
2466 -821 2321
-232 2006 -2630
903 623 708
1484 -1777 92
2588 1182 512
-1546 2636 1613
1817 -559 -2191
-365 2845 -325
670 639 22
-1738 2185 1862
2124 412 2586
1075 -2400 2114
-1506 1148 2835
-1413 -649 -2226
-2682 2727 2819
-2450 -2716 -350
-784 -1462 -1713
2202 1909 1464
-2338 -731 -802
1480 1041 -289
1681 1002 -2880
1756 -2389 917
-2243 -2372 1087
1423 232 -2893
-738 1644 2562
-2663 -1016 -1631
2162 -1716 1589
-2998 243 -2392
2973 -1054 602
483 -76 2570
1287 368 -1331
1220 1815 320
36 -456 2960
-254 2926 531
-1952 779 1138
-984 -925 -945
2540 2107 -1541
147 -1083 3000
290 -2855 -731
897 2294 2670
-2020 -2908 -2695
-778 2841 -1332
-556 2840 -2167
-2898 -13 -1388
77 1196 -1913
1350 2347 2145
-321 1454 2932
-678 -2819 1310
2494 -1822 1551
1434 2693 2337
1962 -2933 1577
1296 311 -946
167 -1862 1604
483 -1145 831
2508 -2628 -840
198 -2511 -2841
-289 942 -2710
-1808 -1382 1323
-171 -935 2971
-2861 98 -1878
1082 2007 -1299
-1272 -2951 -1679
-1070 1236 1430
-2435 -2303 -2786
-714 -1450 2384
176 -2908 33
-2598 2016 -1009
1421 48 -1792
816 -398 -1575
738 992 1824
2883 313 412
1259 2425 -2419
783 2441 2578
-294 2551 -1719
1505 -1215 -922
2250 429 766
1299 -2884 -1949
2451 -2683 1032
-2231 -2918 635
-1006 -639 2727
-310 -2851 -2432
-135 2604 234
1668 1641 -517
1816 420 -2264
-1101 2712 -1009
1287 -972 1370
-725 2854 -2156
-13 2653 -955
-2008 -1591 1920
992 2052 1226
2261 2845 -2323
1330 -183 592
-408 1251 -2677
452 -1215 -2361
-1033 559 2309
2095 1288 -716
2099 766 -2577
600 -2883 1632
-2126 -1895 -150
-564 1547 -501
-1814 1261 -239
-636 2677 -85
558 -2626 -2260
143 -295 1000
-1675 -175 2496
-780 -2579 769
1092 2873 1396
1681 1950 -1623
-743 -2885 2654
-1885 -1885 -2716
979 -147 -1182
714 -1857 8
889 -2327 -375
-1158 -152 2776
2220 -1293 155
-1916 -1892 303
-1544 1027 2838
607 -562 175
-32 1544 2514
1099 -2728 -2446
-1712 -391 -80
-794 -2389 -743
2913 -2699 -2372
-1805 -1486 437
194 1827 1060
-712 -1876 2390
-472 -381 -2871
-2889 -104 -854
2890 -437 526
1569 -1044 487
-754 -2413 2072
2711 -2939 -2126
-1165 -1303 215
2277 -916 -2902
-2427 1363 -362
873 -1082 1132
2728 803 623
848 174 1709
2612 1904 858
-1386 -1236 -2349
-716 -793 2183
-1275 -2817 204
2920 -1775 2535
403 2078 1632
-690 -2795 -895
2710 -2390 -593
886 2926 1491
947 290 -756
2054 2718 375
2983 -2255 -2754
1321 -2998 2440
-2631 395 195
1797 42 -1505
-1960 1076 1103
-2154 311 763
-1140 -2089 80
-1457 -1427 2723
-2040 1335 100
1234 -264 -2578
1094 -472 2860
541 -1646 625
803 2656 -332
-2107 2644 911
44 1319 2023
2642 2889 -1496
1009 -736 169
-2118 -2187 1901
2518 -1982 -2832
-2229 64 -1053
1470 2399 -2808
-835 -1725 -2704
1529 1550 -662
-1883 -1883 -1524
-607 -1232 -1075
124 -2556 2391
1555 -2897 -1353
1044 2078 1669
819 -832 270
1072 -1927 -2653
-2090 95 -1565
-2174 436 1347
2431 2632 -2747
234 1287 -2965
-2067 -2306 -1237
580 659 790
-2087 717 -1734
1525 2752 105
1291 1713 23
2059 -742 -870
-1810 -261 210
2997 446 -517
-1068 -2401 -2012
-1848 -2274 1063
1900 757 57
2672 -1786 -1481
-187 2054 -2806
1172 706 -737
-1253 -166 -447
-1317 960 2540
-1355 1287 -578
113 660 -479
2287 -2259 -984
1730 -75 1158
-2618 2624 -1846
2674 2262 1908
-1326 -1941 -2459
-65 -1649 1363
1987 32 2762
-469 77 -812
-1177 -1342 -2671
1863 79 2860
-1239 2925 2116
-2442 1328 -585
-176 2095 -1654
-2501 -1127 2861
-2022 -1972 -1642
1010 132 -2635
664 -1262 -2506
-500 -1596 -1347
2524 2102 -2014
2319 1797 860
1226 -891 786
516 1290 2090
536 2982 -185
2381 1504 212
-820 -2096 1722
-2019 285 582
-2019 -496 1869
-2573 -2682 1610
-234 2177 1714
2358 -2264 452
221 -928 1101
-162 74 1887
1403 -1341 -160
-1762 2037 78
242 -2123 -794
-770 623 -2820
-1209 -2279 -2410
-554 1555 -2546
989 803 -867
-1475 -490 2603
-1403 -2396 -879
-966 1761 852
-2820 628 -1122
-1730 733 26
-370 -2684 1268
1326 -413 -2252
1117 2468 1870
2799 -558 -2399
-2335 1985 632
289 1886 -2648
-1891 1456 -2448
-2883 2712 661
2815 2283 2126
2893 -1797 -2008
2942 749 -1163
68 -2296 344
2987 2309 2402
-2440 -2805 1520
494 -64 -108
2501 2812 1834
-2684 -36 2803
140 118 996
761 1471 -2261
2201 -753 1502
-2963 -577 2061
1525 2341 1480
2968 2813 -412
-2339 1962 3000
-1067 1328 -2077
-2017 2827 1567
1085 2515 1798
-1290 796 -1368
257 -613 2435
1351 874 -1041
1960 2353 -2566
30 -972 -1862
-817 2214 -1353
517 238 -1454
2836 -846 1673
1755 -269 -2175
-384 -531 -1159
-2151 129 138
1284 -136 2032
2934 2589 -2138
1463 749 783
-305 -2477 -2709
-2363 676 -379
-2168 806 -48
885 2927 2251
-1168 2348 2534
2728 1936 427
2084 1436 -2634
315 2661 1286
-1822 2912 -2268
2894 1655 1978
158 -439 -1033
-2637 -2984 -274
2589 968 -2370
1550 -1944 2337
-1636 -2002 -476
-632 367 -1655
2986 648 -1271
789 -566 -789
1283 -2987 -2391
2023 998 -2138
-231 2173 -873
-705 -2248 -1307
-2793 -961 130
1181 13 895
-1419 -224 -1224
1454 -1688 1227
-2752 443 2809
447 1289 -2520
457 -88 320
-2794 2387 -935
2641 -1380 2292
-2832 -2870 2671
2772 -1486 740
2764 -311 737
-1653 -827 1112
-1414 -2915 1903
-80 -456 1711
119 1787 -2422
-1833 -2788 -1861
-712 491 1552
-2868 -1382 1322
-1798 -2438 -1328
2256 1076 317
817 269 2256
2008 -1338 -716
2350 -2344 1089
2042 -937 3000
2630 643 -2160
-1674 2988 1086
-1427 2979 -978
-2610 2492 -323
1667 -325 -2641
-2086 -754 -1302
478 2704 -2613
-912 2531 1251
901 1952 -139
2062 2887 2351
732 -883 1946
-2970 -109 -781
1338 -75 -505
-2445 -2232 -1845
-453 2839 589
908 1379 2782
-277 2841 -1020
-1219 -202 2475
2212 -1095 144
-1804 1162 1317
-295 -2426 -1210
2871 1359 1057
-140 -2001 -1329
-702 -335 -11
-2957 430 -2400
-1524 1129 -2277
-6 -1284 1076
1189 624 -2742
-2903 -739 621
448 1628 -786
-2480 -1591 -1548
-449 1304 1930
-517 -2804 -1812
-544 2977 2051
-1345 714 1547
1506 2617 -2886
2733 -1267 -1917
224 1286 2790
1252 -1009 -344
-1118 1130 -2577
-1203 2234 2341
-848 505 2731
-1071 -606 -2533
2482 2668 1083
-2672 1844 -385
-100 1268 2710
-2009 1907 709
-628 598 1379
52 37 2650
-108 -502 -1882
837 1472 2723
-1903 611 2500
2217 1514 718
99 649 -1582
-1797 422 819
1981 775 1733
-2995 -613 -1623
-2908 -2747 154
-2303 -419 -938
831 1003 -1344
-1765 1993 2930
550 -1528 2081
-221 -2823 1981
-2711 1694 2921
1080 -2118 1337
-1341 2423 -772
1324 -533 1693
2863 568 -1216
1043 2321 828
2429 1174 2252
-433 713 -1241
1244 1818 -2213
656 484 -2721
2104 2482 -421
-827 2686 -2177
2915 -123 -2547
886 386 2621
-166 706 -824
2494 -2310 1988
223 -562 -1731
380 -1178 837
2284 -2261 -736
582 -2101 -2
-2767 -1326 -2187
810 -481 893
93 275 -275
600 -683 412
-858 -1235 337
-1076 -204 -2793
-474 1204 333
2814 600 252
1016 -1447 -2109
-907 -101 915
623 -1520 -1266
2992 2599 -2201
1792 233 -583
-41 -1486 770
-1046 -1287 -1288
-990 692 677
-2422 2353 -1338
-1963 -897 301
-2484 -1838 261
-2324 2575 -873
-2663 -901 1522
-1120 -162 1263
2360 1051 663
1416 -1305 -1361
157 2038 -1155
1976 2227 -1489
428 -2474 2210
-540 -1680 -1546
-2933 1240 1811
-1570 2321 -1385
-352 -2991 1029
727 1587 -718
-1940 -2216 1959
1527 2972 -2331
1405 2188 1358
-631 -2024 -380
2579 1945 -1424
176 -175 975
2753 707 440
921 2962 -545
897 2039 -2171
1496 -2407 -1291
-2311 -2892 -2026
2413 -1111 -1295
-2534 -737 -139
-2956 916 2870
384 2537 431
-1530 -1116 1562
-556 -2477 577
1997 -835 -2289
937 14 1311
-2061 -1121 1071
2605 -2457 -2345
-1187 -2592 212
-2932 -2451 2292
2414 -786 -777
510 -2624 -692
-2139 1724 -1658
-1449 -2530 -2180
-2279 -2332 -364
81 1723 1270
-2382 -2983 1896
-2874 -2563 2696
209 -2050 2902
2013 -2995 2900
225 2178 -2995
2770 18 -2217
-1910 466 2836
-1653 28 1046
2188 675 1143
-2404 -2395 2266
775 626 309
-2768 -492 -1521
1910 -1189 2438
-1398 1426 -352
2089 -325 2078
2507 -2528 1423
-1255 2157 -954
-179 -1646 2577
204 -134 342
2330 -2244 490
252 -1417 -1270
-1737 -1936 -2192
-97 -770 2821
1663 -2916 816
2797 2464 -66
-769 1476 2066
-1043 -2442 -2084
328 -892 -1000
-2563 962 120
-2597 -48 -1917
1727 1741 -2273
-2196 1737 53
344 1184 -363
683 1995 -2822
-1951 2881 -757
1953 527 2530
-2225 1292 1560
-2508 -946 -2113
2970 2155 -1458
2240 1304 543
1922 1033 -285
-2079 -2044 -1186
919 289 -1134
-541 1701 1138
1424 1079 -191
-1737 -205 2937
861 -1623 -1462
-172 -2458 -937
-1572 2712 1236
-761 -1112 -2989
622 -1904 -483
18 -2724 1230
-1899 -2234 1166
-1675 -1084 361
2706 -2192 -952
-2245 -457 1989
1110 2588 2604
-1203 1894 2472
744 -553 1529
2895 10 -2324
-530 2168 -621
-616 -1702 -1091
-2177 -26 -1870
-427 -1494 -2195
-105 2969 1273
2890 -926 1722
2306 -597 2254
1588 2562 -2105
-719 -84 -1885
363 2572 -864
1938 2743 252
-2812 848 -878
2013 1954 1636
454 -76 1529
1035 2302 2229
-654 -2409 2926
-2490 210 1284
1321 -1891 -2360
736 -2050 1627
983 -2205 2430
1433 -2996 -813
-1235 -253 1696
2275 -2102 2736
1814 2814 1126
-2496 -1360 -243
-2771 678 -2398
-64 669 325
2144 -2940 -2097
-962 -40 1849
455 -1948 -2220
215 -2188 2015
970 1380 2446
-557 2656 -1960
2933 -738 309
-1673 -2060 -951
223 -936 -1673
2711 -2999 1110
1291 454 617
-1367 -1698 -1614
-808 -2155 911
-2181 1710 -2309
1849 -785 -119
-2503 -764 2400
1268 2933 2754
-2587 -1775 -899
-796 1372 -344
-965 -1154 2779
-110 -887 2720
-1444 422 457
-475 -1980 1918
-2603 -1661 1343
-1694 2026 -413
-426 -1898 44
2010 -1788 2432
-2647 -454 1740
1365 144 -1538
430 871 -2343
-2776 -2451 1505
1489 1989 -1853
2288 2248 -66
-275 1417 -1569
-2883 -2135 -1875
-2193 136 1391
-59 -2887 2119
2048 1673 -1706
-248 -1496 -2992
2568 -400 841
2727 -1970 -2419
-1767 290 747
730 -2782 -133
2339 2779 1912
2679 1334 -1318
-1375 1991 208
1366 -451 -499
-947 -1876 432
2746 -2118 -823
-1822 853 2125
413 221 -1655
-2381 -2101 586
72 1608 -789
2697 149 1080
-361 -2736 -2075
-1183 2621 2764
-899 -2369 1074
2942 2230 262
-678 -2800 -584
2547 -533 2156
-1515 1503 -1453
1813 462 -1748
1250 -218 -1947
643 934 -2506
-2496 1755 810
1308 344 -389
-2441 -305 2251
853 -2155 -1497
-716 -57 1170
-1423 -2138 2137
-811 -1447 753
1037 1991 1777
2048 -2684 750
935 657 -1391
852 204 -2757
70 -123 731
2661 1221 -2469
623 -434 -1915
-2755 121 -751
-1623 -580 1806
1917 263 -2651
-2446 -1740 2169
-2347 -2261 97
-2007 809 -2083
-816 -1031 -1323
200 -68 -938
2621 2779 -1751
415 -1208 626
-328 401 -544
-5 439 -2968
391 253 -335
-2076 1398 602
-2405 2676 231
-2833 77 125
1037 992 -820
-1601 -720 -2484
2747 1824 -1491
-2591 -115 -2272
417 1140 2682
2724 698 -2474
-1594 -125 2090
1505 2765 148
-2611 -1178 2844
1046 2011 2115
175 2071 -958
2575 -1491 55
310 -1372 -2065
2182 -2718 -396
-213 72 -687
2929 2656 1802
-1932 1867 2938
-189 1303 -226
2603 2235 -1510
2866 4 420
-2269 1943 -1543
-2225 1237 -1208
-2254 1186 -706
594 -705 -2181
-101 -1407 1958
-2952 446 -2219
2651 -948 1759
757 -2238 -1708
-2697 1500 -990
-2359 -2100 1889
-169 -913 -2406
-1187 -1120 436
-1999 -2907 -2071
2525 -955 135
-2722 1172 1436
1955 -542 -2203
-2869 2844 43
-954 -1333 -2549
1744 2214 -2719
1744 879 -942
88 -794 -1977
2152 2214 2478
-1246 -1496 183
-1684 2587 1448
-2322 -2986 2097
-1649 334 1439
972 -1584 -1799
-661 -1388 2184
-2555 1290 2069
1446 -2232 -1042
-310 785 878
302 -1419 2412
2882 426 -842
372 2340 -1275
2440 2725 -489
-827 -1639 -1019
1326 -1780 692
-2022 -464 -247
1796 1753 1529
1091 1862 717
-683 2200 2624
-2302 1573 -2066
2908 2231 1697
-38 1569 1498
1254 -50 -2992
2932 2465 -367
1306 -8 -2182
1521 -2659 151
695 -937 979
-1025 -2397 -711
1491 -1977 2308
1393 -885 -1341
2588 2709 -1209
1398 -2144 1980
-2240 652 -2227
40 1609 -1411
799 -2699 2484
2480 -2652 2099
-1135 1094 -2875
1647 -1161 -368
-2717 60 501
2210 -2217 723
722 390 1809
-2561 840 -993
1245 -566 371
1150 -2337 -2561
811 481 -84
1412 -1866 1049
1910 -396 -1020
1622 2860 -1476
2029 -1820 -1497
1905 -57 1495
-551 1337 909
-1371 -2265 2582
-457 1522 -1382
-1911 969 465
1322 -607 1416
2057 -1341 -1423
1758 2361 2017
1743 482 -1947
575 -338 2903
-667 -2062 216
869 1682 2945
1916 -2890 1191
-2078 666 1896
-751 -1403 595
-1467 2985 -1069
2185 -2730 -2658
-2265 -1472 724
1717 -2306 2676
-2863 1419 2859
2859 2349 -1334
-474 -1423 -56
224 -2266 -1764
-2043 1831 486
1715 2131 2593
-654 1581 1210
-440 1514 -1275
920 -2794 1475
732 1537 604
-2365 2445 1936
1668 1553 -2745
1920 -2590 2054
1455 -2934 -951
1671 2807 1897
-2122 1589 -1873
-1561 2153 152
-536 2592 -380
-2390 -2977 -1674
934 -614 -324
-133 -1993 -2211
2581 646 1679
222 2946 -1119
-1617 1247 1679
-1003 -1402 -2397
-739 -1141 2310
1480 1149 2861
1830 -2781 306
-400 2682 2371
1986 1015 2144
-2990 1499 2319
-2317 -1546 1139
537 2864 -1697
-2252 65 2602
1014 1729 -1865
15 2852 -1139
576 -1302 -1855
1880 -1837 -2242
2993 2730 -1755
-1742 -1013 988
584 -900 1481
2635 -281 -1850
2942 304 -945
596 1048 -566
1507 2849 -2047
-808 -1948 586
-276 -943 -365
2246 -1491 1584
-2658 2728 1512
-2459 55 -1659
-1419 2699 -983
1472 2811 725
287 -2588 1148
701 1460 1358
621 -1143 -385
922 -37 1954
321 1760 701
-2816 2121 1192
842 2543 -473
846 271 2179
-612 -1700 -2066
2627 -2007 -2578
-2091 2555 2170
1441 1951 2011
-213 1888 1835
1745 1153 -1266
-2438 2038 -2861
-2953 906 -721
1812 -768 2613
2691 2613 647
-1889 570 -2131
-663 -99 169
2935 658 -2401
-708 -246 -1871
569 276 -1586
2524 403 -1089
-1130 -2510 -1791
-1918 2034 1377
-23 1096 643
1715 -1962 -2908
436 2001 1185
2770 955 1678
-2418 -2367 1005
-2769 -2233 1227
273 -2617 1756
1314 -1169 2825
-1849 2973 1105
1208 -519 -1430
2047 520 -96
-1493 -1164 -1959
-2986 -1356 -1372
-184 -2491 -1805
1087 2773 -1765
-1093 1410 -2287
-2114 -559 -1136
1672 -2165 540
-1247 2404 81
1927 1498 -1262
-1471 1090 2085
2286 -1698 -2327
1543 -2601 -325
575 -194 1954
-2270 -1273 -1856
775 -1224 2417
-2449 -1809 2783
2178 658 85
-676 556 -1968
-1538 -2373 2841
-1294 1201 2608
-1435 -2187 -1753
-2562 2884 -1448
-690 -2545 1757
107 2576 -1495
612 -276 -522
2513 60 -2667
-828 2390 -1232
-1665 1903 -2736
889 -1394 1994
-132 31 1253
2892 180 -2726
-1346 2926 1619
2861 -1457 -2760
2915 2418 -579
-1931 -427 2577
1923 -2181 2796
-823 -1537 400
-666 -1251 -1819
2802 -1304 -2053
-1611 1360 -2796
-2921 -803 -1209
-2718 -1732 -1660
-1362 -1763 1677
-1461 1921 960
2718 -1283 -2742
-1431 529 731
-239 -720 208
-2039 830 -1720
-2859 -2060 131
815 -2276 -920
1578 301 1714
2065 390 -2023
1659 -1612 -1116
-1262 -1774 -2931
-2133 -2520 2004
2112 -2312 136
2350 434 1010
1151 -306 2447
2113 2735 1308
132 -166 1173
1050 1582 2203
2398 654 43
-173 -2919 2457
-926 1797 -2021
-435 -2241 887
-1789 1965 969
-1439 -1705 2914
2301 -2717 -2266
-2785 1946 1798
2741 -1594 2654
-2162 1758 1811
2350 1907 -2513
-2325 -592 -1703
321 217 2060
-611 754 2004
926 -1237 -1154
-1042 -1423 1847
1081 492 -1505
302 2950 1883
-2186 -1918 -1093
-2100 1253 2221
-1011 -409 328
-2445 -1893 -1042
2951 1931 62
1866 2808 2489
-2920 1056 -475
666 1552 1590
-1703 -2292 -794
-2686 2487 -1159
-708 1127 902
2394 1987 2130
-2314 -2108 728
784 2451 1745
-1556 -336 2519
1734 -2171 -2334
-1146 2605 1435
-1971 -1189 -2835
-276 2714 206
2927 -1579 -2231
1867 2887 -617
-132 1170 2016
-2008 -2154 568
1603 -735 1374
-2457 1180 -2893
-2505 -583 -385
590 -488 428
-30 -856 2906
-2869 -2870 -468
-1865 -1069 -2012
48 -866 2611
1598 1087 -714
1325 1328 -2627
2105 1250 -1941
2462 297 -2063
2425 508 2648
1783 2447 1091
1672 2842 -1107
1942 -1661 -9
-476 671 -284
-241 -2641 2178
-2741 2415 1403
-2617 2633 2253
431 1830 -794
1935 -1960 -590
368 -1734 2595
-1186 2175 2271
593 -455 -2128
-2419 -709 199
-1173 1350 -1988
699 902 2044
2191 -2473 1572
-2105 -634 -2079
1065 -440 -2602
1167 1457 615
-2522 -1833 1761
1326 2591 2111
-1892 85 2838
-321 -2646 1428
-2694 2561 -1244
-330 831 1523
-395 -1025 1219
-2731 -1980 1531
2966 -2751 1235
1128 -1454 -788
2623 -419 -2023
-1005 689 -2883
-1137 590 -1319
2917 2879 2516
-1422 2989 967
744 2164 1881
-2908 -2619 -1980
852 2925 1805
2026 -1295 -992
-1312 2451 -1135
1058 -1288 1969
1060 -359 -228
1302 418 -2799
984 -2447 2012
-1768 -73 587
1110 -1230 1246
2735 1614 -1368
-680 -103 2375
886 456 -2775
1309 1153 -1945
-2858 -1559 696
550 -2898 1081
644 -1755 -2987
2516 936 -1527
-2114 -719 1536
2711 -1177 -2146
-1769 -2988 -2688
1723 -1659 1443
131 -156 -2335
-1564 2493 -1272
-332 -975 1104
121 2563 2663
2335 -1101 -2713
-2128 2744 -1822
-1192 -337 1495
1218 2605 -2671
1754 152 -721
258 -203 2541
2842 1539 558
808 -2748 -956
77 -260 -2945
1850 2569 1918
-2719 2635 -1612
-2804 -1740 419
-2270 2967 1306
-944 -877 2065
-1282 -469 2666
1642 1676 1331
1639 2736 -1115
570 -235 1595
-1872 -1117 2652
158 -1884 2877
2637 271 1527
2532 -361 -2655
1651 -2289 -1641
-394 1472 -2635
485 1303 1889
2341 2256 2350
1521 -1887 -585
2617 -136 -1484
126 -2157 1020
-2070 1180 1414
2925 -282 -1656
-952 -2727 -1344
-2148 -2522 -1334
2691 -2460 -683
916 -1834 1398
477 -387 -1565
8 1398 2982
-1706 1670 -2740
-1707 -1786 1551
-2204 -2783 -1591
-1227 2971 2117
2470 2569 1114
-1358 -401 1130
8 2279 65
-1042 -933 1991
-2913 655 118
2127 587 -1581
-1563 676 2844
2108 -249 -2356
340 -690 2692
1544 -2404 -2388
-1799 -1902 215
-38 2979 -1637
-226 -222 2373
-2553 1612 552
1143 122 -1422
-144 1558 2467
-167 1403 -2441
-1249 -1456 1993
-1804 -964 1692
-1879 2691 1015
1795 310 931
-2460 2651 398
2110 1866 10
-2731 -329 871
-749 -1919 2144
2485 930 1835
-845 2168 1834
2550 -1082 -1805
2192 1609 1912
-812 -805 -2659
641 -1293 -1224
-2701 487 2297
1142 1751 1142
-258 2299 -2696
1493 1815 -1808
1891 1755 362
253 2344 356
-2608 -305 990
-1460 66 2343
1874 2769 -2147
-2997 1968 864
-1569 2850 2529
956 -2130 1187
2635 -1786 -2530
-2231 -482 -2284
1526 2010 -1835
-966 1670 -535
253 14 -738
-294 -103 -1944
-2881 -2880 1907
923 -2962 -1408
2598 1183 2650
2364 862 2169
1293 -1862 1746
76 -2009 1194
-64 802 2593
1961 1706 1192
2992 -1680 2242
-2813 2482 442
1224 2542 -1021
-2554 -1996 2178
-412 2388 398
1932 -2151 -2173
2558 1555 1581
-2357 -595 -417
68 286 1595
2275 -1079 559
-2140 -1194 -1070
-147 2032 -2531
-846 1607 1189
-2688 -2761 42
-2985 1972 2297
114 -2861 -131
-2667 -108 -472
1407 2802 -1782
-1158 2733 2219
-1315 1264 -2948
2200 -1294 359
-2563 -2199 -2096
-2893 -1120 -1001
1799 -1887 -2222
2179 -2724 -2073
414 -2959 -741
1090 -2769 555
-496 1258 1716
2270 -2087 -856
1326 2320 2493
158 735 -1364
-956 -2233 1059
1953 -114 1757
-1385 -463 -2078
249 -494 -1792
2606 385 -569
1811 2464 -1967
-2234 396 312
1954 -1502 2836
-1169 -1947 -492
2373 2316 -1027
-26 -1182 -607
-2571 2325 -2128
-1836 -2257 -1140
1864 -2690 2102
1343 855 -1909
-2493 -2997 856
-1793 1693 -1168
-2437 2637 -736
-2809 -2414 2225
1494 1568 555
-1903 635 1865
-377 109 -535
2345 -2469 -354
805 1537 2454
2043 843 335
1168 348 -1974
296 1572 -100
809 1390 863
-2728 401 -644
-670 1689 -1856
1587 1475 169
-1175 2879 927
-648 -1618 -1219
1433 2093 -358
2699 -286 -476
-2351 -949 -2085
-2178 1341 -1814
-2893 -1529 2635
2144 2942 2958
-2546 2194 -1683
-1415 -2199 -2737
-149 -870 1004
-1945 -759 -2879
1323 -2804 -2154
1127 2367 2750
-2574 402 -2789
-1360 2226 2344
-640 2702 -238
-2759 -1747 -898
1165 2406 -1674
1982 265 -991
-1110 1683 330
-1303 1500 2
2772 6 1225
373 1347 -580
-864 -2483 -1222
975 1650 -747
2299 -526 -305
-1101 199 2740
-1426 -1898 -2601
-2501 -230 -1065
2086 897 615
-2164 -2046 2162
864 -589 948
2949 875 -2965
509 -567 1703
-1642 -2390 -2365
362 1048 1435
-467 766 668
-247 -1329 2859
-2854 -161 -2264
-2138 -2555 -2079
629 1816 2408
2662 -2000 866
-2585 -1674 127
-1766 -994 878
2400 2982 -1352
1596 -114 1080
-1427 529 110
-1337 -421 1823
313 783 1550
-2545 2495 45
-2498 2080 -2428
1781 -2479 2380
-2023 -1869 -2575
376 1389 2264
2833 -1079 869
-1546 1500 1211
-2316 -2998 1359
960 41 2845
1858 -2674 1029
1197 -254 -1469
271 756 -1717
2557 534 -764
-2082 -2189 -2632
-618 2885 1776
895 -1842 -482
-677 -888 -388
-2868 1845 -2183
-1781 1170 713
-731 1113 2388
-211 2350 1888
-2276 2389 -220
1036 1785 -1306
2200 -1200 -169
-2773 2420 467
-2536 -853 2201
2750 1805 2663
190 1055 2636
1411 -863 -1865
-1109 1334 -2534
-2658 2062 -2843
-1700 2095 -2839
303 -2125 -2790
1770 1970 1412
1889 395 -1721
1966 -2687 -1856
302 2642 1186
-1316 909 -1466
2653 1566 632
703 2326 2057
-476 48 -1920
134 2372 1575
-2404 -2711 33
1307 -1402 2846
